twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","Twitter for Android","","","","","",7,563596054,"","","","","","","","","","Αιγδςhαα Dυβααιι ΔΩΣ","","","","","","@DbyScmb aBn ? Tboouge pas oo Bleedi ?","","[""DbyScmb""]","","563596054","","224072932106829824","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",31,"AiiysChaaMdg","","","","","","","","","Sat, 14 Jul 2012 09:28:44 +0000","","","","",999,"","",55,"http://twitter.com/AiiysChaaMdg","","","twitter",73,"1e1cd964e48aae00e074cd6159e72d4e","","","","","","Athens","","","",11.19,110,"","http://twitter.com/AiiysChaaMdg/statuses/224072932106829824","","","","","","","","AiiysChaaMdg",563596054,"","","DbyScmb","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2379308272/pD577zMw_normal","fr","Thu, 26 Apr 2012 09:49:31 +0000","",true,"","","@DbyScmb aBn ? Tboouge pas oo Bleedi ?","","",64,"fr","","224072108983062529","547892887","",-9,"","","",7200,"","Αιγδςhαα Dυβααιι ΔΩΣ","","Sat, 14 Jul 2012 09:28:44 +0000","","","",""
"","","","","TweetDeck","","","","","",4,614118361,"","","","","","","","","","mamaresi","","","","","","@ABNAMRO  ook bij het pinnen bij andere banken wordt het niet bijgewerkt alleen bij pinnen amro was dat al bekend","","[""ABNAMRO""]","","614118361","","224113524840988674","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",20,"mamaresi","","","","","","","","","Sat, 14 Jul 2012 12:10:02 +0000","","","","",123,"","",5,"http://twitter.com/mamaresi","","","twitter",29,"1e1cdacd6d24a900e074d2e391cb83e6","","","","","","","","","",4.75,16,"","http://twitter.com/mamaresi/statuses/224113524840988674","","","","","","","","mamaresi",614118361,"","","ABNAMRO","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2327617216/zzrvavefehjr6no55pjg_normal.jpeg","nl","Thu, 21 Jun 2012 07:45:05 +0000","","","","","@ABNAMRO  ook bij het pinnen bij andere banken wordt het niet bijgewerkt alleen bij pinnen amro was dat al bekend","","",95,"nl","","","2270841","","","","","","","","mamaresi","","Sat, 14 Jul 2012 12:10:02 +0000","","","",""
"","","","","Twitter for iPhone","","Controller at Achmea, student Uva, #YPY2012, likes music, food and drinks, Haarlem, hockey, golf, traveling through other cultures.","","","",4,18047744,"","","","","",3,"","","","Michgelsen","","","","","","Sta je in het #buitenland met 2 #ABNAmro passen kun je niet #pinnen. Is er weer een pin storing bij de ABN? #durftevragen","","","","18047744","","224131831451226112","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",25,"Michgelsen","","","","","","","","","Sat, 14 Jul 2012 13:22:47 +0000","","","","",565,"","",80,"http://twitter.com/Michgelsen","","","twitter",77,"1e1cdb700906ad80e0744b9df24d8130","","","","","","Amsterdam","","","",6.77,90,"","http://twitter.com/Michgelsen/statuses/224131831451226112","","","","","","","","Michgelsen",18047744,"","Haarlem (The Netherlands)","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1281324206/0181-Eric_Michgelsen_foto-_Lucien_Souisa_normal.jpg","nl","Thu, 11 Dec 2008 14:09:08 +0000","",true,"","","Sta je in het #buitenland met 2 #ABNAmro passen kun je niet #pinnen. Is er weer een pin storing bij de ABN? #durftevragen","","",100,"en","","","","","","","","",3600,"","Michgelsen","","Sat, 14 Jul 2012 13:22:47 +0000","","","",""
"","","","","web","","communicator in numerous worlds: good governance, wine, France, chamber music, guitar&songs","","","",2,153173058,"","","","","","","","","","Jan Schoenmakers","","","","","","Wat is die Bennink een nitwit in #Volkskrant, Zalm werd pas ABN baas na nationalisatie en was in 2000 superkritisch op euro en Griekenland","","","","153173058","","224164027687895042","","","","web",10,"JTSchoenmakers","","","","","","","","","Sat, 14 Jul 2012 15:30:43 +0000","","","","",304,"","",43,"http://twitter.com/JTSchoenmakers","","","twitter",4,"1e1cdc8dfd11a380e07407dd14b6c54e","","","","","","Amsterdam","","","",0.37,59,"","http://twitter.com/JTSchoenmakers/statuses/224164027687895042","","","","","","","","JTSchoenmakers",153173058,"","Amsterdam","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1262045257/Jan_bij_Pierre_Perthuis_mrt_2011_bijgesneden_klein_normal.JPG","nl","Mon, 07 Jun 2010 21:48:52 +0000","","","","","Wat is die Bennink een nitwit in #Volkskrant, Zalm werd pas ABN baas na nationalisatie en was in 2000 superkritisch op euro en Griekenland","","",100,"en","","","","","","","","",3600,"","Jan Schoenmakers","","Sat, 14 Jul 2012 15:30:43 +0000","","","",""
"","","","","web","","Je suis clean, pas d'drogue, pas d'alcool, pas de clope, mais je suis un enfant de Jah dans mon âme, & toi?\r\nJe fais des tweets à la Coluche, & toi? \r\n","","","",3,369596669,"","","","","","","","","","Lcopain de tt lmonde","unisex","","","","","@Freeyoungx abn tu trouv? (j'ai pas trouvé d'abrégé pour ça sa fait trop correct &gt;&lt;)","","[""Freeyoungx""]","","369596669","","224275851108294656","","","","web",39,"BenoitHollandre","","","","","","","","","Sat, 14 Jul 2012 22:55:04 +0000","","","","",3251,"","",1061,"http://twitter.com/BenoitHollandre","","","twitter",970,"1e1ce06f302da400e074834717c47db8","","","","","","","","","",14.98,271,"","http://twitter.com/BenoitHollandre/statuses/224275851108294656","","","","","","","","BenoitHollandre",369596669,"","Lille","Freeyoungx","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2397464590/qey0c32aglsoozxu9iyg_normal.jpeg","fr","Wed, 07 Sep 2011 16:37:36 +0000","","","","","@Freeyoungx abn tu trouv? (j'ai pas trouvé d'abrégé pour ça sa fait trop correct &gt;&lt;)","","",100,"fr","","224275634459906048","149137186","",-6,"","","","","","Lcopain de tt lmonde","","Sat, 14 Jul 2012 22:55:04 +0000","","","",""
"","","","","Twitter for iPhone","","Rust zacht leroy balsemhof","","","",2,109675810,"","","","","","","","","","Soette","","","","","","Abnamro piept al een paar dagen in me mind ! Dacht dat ik gratis ging pinnen","","","","109675810","","224302507311120386","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",17,"SoetteSelfmade","","","","","","","","","Sun, 15 Jul 2012 00:40:59 +0000","","","","",15256,"","",145,"http://twitter.com/SoetteSelfmade","","","twitter",57,"1e1ce15bee2daf80e0742c2862830e0c","","","","","","Greenland","","","",2.63,153,"","http://twitter.com/SoetteSelfmade/statuses/224302507311120386","","","","","","","","SoetteSelfmade",109675810,"","Between Heaven and Hell .","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2395549687/image_normal.jpg","nl","Fri, 29 Jan 2010 21:53:29 +0000","","","","","Abnamro piept al een paar dagen in me mind ! Dacht dat ik gratis ging pinnen","","",100,"nl","","","","","","","","",-10800,"","Soette","","Sun, 15 Jul 2012 00:40:59 +0000","","","",""
"","","","","UberSocial for BlackBerry","","live laugh love","","","",7,421141274,"","","","","","","","","","Goldy Zolanski.","","","","","","RT @SoetteSelfmade: Abnamro piept al een paar dagen in me mind ! Dacht dat ik gratis ging pinnen • :| AHAHHAAHHAHA OMG, ik heb alles gepind","","[""SoetteSelfmade""]","","421141274","","224302736324300800","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",39,"jernevjen","","","","","","","","","Sun, 15 Jul 2012 00:41:54 +0000","","","","",9872,"","",121,"http://twitter.com/jernevjen","","","twitter",710,"1e1ce15dfab3a500e07454d44fb666ac","","","","","","","","","",15.54,78,"","http://twitter.com/jernevjen/statuses/224302736324300800","","","","","","","","jernevjen",421141274,"","heaven","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2377526162/342515855_normal.jpg","","Fri, 25 Nov 2011 15:14:42 +0000","","","","","RT @SoetteSelfmade: Abnamro piept al een paar dagen in me mind ! Dacht dat ik gratis ging pinnen • :| AHAHHAAHHAHA OMG, ik heb alles gepind","","","","nl","[""guns"",""video"",""money""]","","","",3,"","","","","","Goldy Zolanski.","","Sun, 15 Jul 2012 00:41:54 +0000","","","",""
"","","","","Nimbuzz Mobile","","77SuperThugz Puissance2Frappe Higo ;\r\n Vit℮!` » Fσℓℓσw м℮ si tu ℓα pαs d℮jα fαit.\r\n  #Teaminsomniak, #77BRFL #TeamSoultOne Cʀ℮αtσʀ σf #TeamBsf  B℮αuSαnsFσʀcé  ","","","",8,414379832,"","","","","","","","","http://www.facebook.com/KleemsoDouble7DBronxCitiy","→#Malibu LaStreet`%•","","","","","","@AlexiaaJB abn tpeux pas ? Tes conne inbecile idiote mouton sauvage karaba white !","","[""AlexiaaJB""]","","414379832","","224333458208595968","","","","<a href=""http://www.nimbuzz.com"" rel=""nofollow"">Nimbuzz Mobile</a>",41,"Kleemso","","","","","","","","","Sun, 15 Jul 2012 02:43:59 +0000","","","","",12852,"","",265,"http://twitter.com/Kleemso","","","twitter",595,"1e1ce26edb58a180e074dbca9e5c0154","","","","","","Athens","","","",19.87,92,"","http://twitter.com/Kleemso/statuses/224333458208595968","","","","","","","","Kleemso",414379832,"","En jail.","AlexiaaJB","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2385029471/dc0jvolaf41veo1ehfgf_normal.jpeg","fr","Thu, 17 Nov 2011 00:10:48 +0000","",true,"","","@AlexiaaJB abn tpeux pas ? Tes conne inbecile idiote mouton sauvage karaba white !","","",100,"fr","[""elle"",""#addict"",""pets""]","224333194957295616","450153489","",-8,"","","",7200,"","→#Malibu LaStreet`%•","","Sun, 15 Jul 2012 02:43:59 +0000","","","",""
0,"→#Malibu LaStreet`%•","","","Twitter for iPhone","AlexiaaJB","","","450153489","",10,"","","","","","","","","","","","mostly_female","","","",11170,"","","","","","fr","224333797536182273",3600,"",7200,"",42,"AlexiaaJB",414379832,"","",265,"","","Thu, 29 Dec 2011 23:03:54 +0000",92,"Sun, 15 Jul 2012 02:45:19 +0000","","","@AlexiaaJB abn tpeux pas ? Tes conne inbecile idiote mouton sauvage karaba white !","","","","","","http://twitter.com/AlexiaaJB","",450153489,"twitter",662,"1e1ce271d648a980e074f02d963239a0",193,"","Sun, 15 Jul 2012 02:45:19 +0000","","Sun, 15 Jul 2012 02:43:59 +0000","","","","En jail.",20.69,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/AlexiaaJB/statuses/224333797536182273","","224333797536182273","Val d'Europe ","‎- Fuis moi, je me barre. Suis moi, c'est trop tard.","","http://www.facebook.com/KleemsoDouble7DBronxCitiy","","",450153489,"","","",118,"[""ABN AMRO""]","Athens","","http://a0.twimg.com/profile_images/2398432228/image_normal.jpg","fr","",12852,"","[""AlexiaaJB""]","77SuperThugz Puissance2Frappe Higo ;\r\n Vit℮!` » Fσℓℓσw м℮ si tu ℓα pαs d℮jα fαit.\r\n  #Teaminsomniak, #77BRFL #TeamSoultOne Cʀ℮αtσʀ σf #TeamBsf  B℮αuSαnsFσʀcé  ","RT @Kleemso: @AlexiaaJB abn tpeux pas ? Tes conne inbecile idiote mouton sauvage karaba white !","Kleemso","Paris",100,"","[""music"",""chris brown"",""photography""]","","","",-7,true,"<a href=""http://www.nimbuzz.com"" rel=""nofollow"">Nimbuzz Mobile</a>","Thu, 17 Nov 2011 00:10:48 +0000","","fr","Alexia. ♡","","","Alexia. ♡","","224333458208595968","414379832"
"","","","","Twitter for iPhone","","ma vie en 140 caractères ^^ #TeamAlone #TeamIphone #TeamGoinffre #TeamNaruto #TeamBlazé","","","",8,234396173,"","","","","",3,"","","","le mignon du roi ♥","","","","","","@lillou97two abn un énorme chien te cour après tu ne fuis pas ?? Tu tape la discut","","[""lillou97two""]","","234396173","","224502062967300096","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39,"dynouxx","","","","","","","","","Sun, 15 Jul 2012 13:53:57 +0000","","","","",20961,"","",257,"http://twitter.com/dynouxx","","","twitter",435,"1e1ce8485958a880e074fc01288ddcb0","","","","","","Mountain Time (US & Canada)","","","",16.62,260,"","http://twitter.com/dynouxx/statuses/224502062967300096","","","","","","","","dynouxx",234396173,"","","lillou97two","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2247234013/image_normal.jpg","fr","Wed, 05 Jan 2011 15:18:31 +0000","",true,"","","@lillou97two abn un énorme chien te cour après tu ne fuis pas ?? Tu tape la discut","","",100,"fr","[""ducks"",""france"",""careers""]","224500266706284545","314918433","",-9,"","","",-25200,"","le mignon du roi ♥","","Sun, 15 Jul 2012 13:53:57 +0000","","","",""
0,"le mignon du roi ♥","","","web","lillou97two","","","314918433","",11,"","","","","","","","","","","","","","",true,39121,"","","","","","fr","224502137705603075",-10800,3,-25200,"",44,"lillou97two",234396173,"","",257,"","","Sat, 11 Jun 2011 01:10:44 +0000",260,"Sun, 15 Jul 2012 13:54:15 +0000","","","@lillou97two abn un énorme chien te cour après tu ne fuis pas ?? Tu tape la discut","","","","","","http://twitter.com/lillou97two","",314918433,"twitter",1029,"1e1ce8490501ad80e074784d5a4909dc",252,"","Sun, 15 Jul 2012 13:54:15 +0000","","Sun, 15 Jul 2012 13:53:57 +0000","","","","",24.29,"","web","http://twitter.com/lillou97two/statuses/224502137705603075",2,"224502137705603075","Dans ma Bulle ","T'en trouveras pas deux comme moii !! ^^","","","","",314918433,"","","",116,"[""ABN AMRO""]","Mountain Time (US & Canada)","","http://a0.twimg.com/profile_images/2392631171/21ubhyv2uv8hfhzlvnha_normal.jpeg","fr","",20961,"","[""lillou97two""]","ma vie en 140 caractères ^^ #TeamAlone #TeamIphone #TeamGoinffre #TeamNaruto #TeamBlazé","RT @dynouxx: @lillou97two abn un énorme chien te cour après tu ne fuis pas ?? Tu tape la discut","dynouxx","Greenland",100,"","[""video"",""#thevoice"",""lil wayne"",""bruno mars"",""france""]","","","",-9,true,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wed, 05 Jan 2011 15:18:31 +0000","","fr","♡♥ Lillou ♡♥","","","♡♥ Lillou ♡♥","","224502062967300096","234396173"
"","","","","UberSocial for BlackBerry","","~ my baby angel in heaven, Jayden †","","","",4,143087317,"","","","","","","","","","They call me sher. ","","","","","","Kanker abn amro ze slikken zomaar me pas in nu krijg ik het ook na kanker 5 dagen!","","","","143087317","","224547204092801025","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",35,"iloveSHER","","","","","","","","","Sun, 15 Jul 2012 16:53:19 +0000","","","","",29601,"","",278,"http://twitter.com/iloveSHER","","","twitter",419,"1e1ce9d943c6a980e0742281c68092e4","","","","","","Greenland","","","",10.9,243,"","http://twitter.com/iloveSHER/statuses/224547204092801025","","","","","","","","iloveSHER",143087317,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2382846107/342596054_normal.jpg","nl","Wed, 12 May 2010 15:09:49 +0000","","","","","Kanker abn amro ze slikken zomaar me pas in nu krijg ik het ook na kanker 5 dagen!","","",100,"en","[""new jersey"",""money"",""miami heat""]","","","","","","","",-10800,"","They call me sher. ","","Sun, 15 Jul 2012 16:53:19 +0000","","","",""
"","","","","web","","#TeamWorldBoss / #TeamRealBadman / #TeamDogolasse / #TeamMMG ... Follow me if you know me or my face to your already Yeah",48.85884375,"","",14,317139173,48.85884375,2.34700525,"","","Paris, Paris","","","","http://www.facebook.com/#!/pages/Green-Terror-Music-Group/278825062152263","░■░PΛΚӨ GЯΣΣПBӨΥ░■░","","Paris","","","","@MmeMarchal lool abn c'est pas le vent qui commande","7238f93a3e899af6","[""MmeMarchal""]","","317139173","","224559372989243393","","","","web",42,"LiveWorldBoss","",2.34700525,"http://api.twitter.com/1/geo/id/7238f93a3e899af6.json","","","","","","Sun, 15 Jul 2012 17:41:41 +0000","","France","","",7482,"","",133,"http://twitter.com/LiveWorldBoss","","","twitter",522,"1e1cea455f67a880e07472c2b654ee9c","","","","","","Santiago","","city","",22.36,182,"","http://twitter.com/LiveWorldBoss/statuses/224559372989243393","","","","","","","","LiveWorldBoss",317139173,"","Mango","MmeMarchal","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2394470631/uvalyq7ao5n90jtjd23u_normal.jpeg","fr","Tue, 14 Jun 2011 14:04:17 +0000","",true,"","","@MmeMarchal lool abn c'est pas le vent qui commande","","",61,"fr","[""#tl""]","224559098753056769","427712899","FR",-10,"","","",-14400,"","░■░PΛΚӨ GЯΣΣПBӨΥ░■░","","Sun, 15 Jul 2012 17:41:41 +0000","","","",""
"","","","","TweetDeck","","Spécialiste ès entertainment. I have neither a journalist job nor a cool blog nor dignity. Apart from these drawbacks I'm a fine person.","","","",10,167768930,"","","","","",24,"","","","A.k.a","","","","","","@clairemrln oh c'était pas présenté comme ça mais y'avait @estelle_abn et camille sur le sujet","","[""clairemrln""]","","167768930","","224588302110572544","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",49,"Aka","","","","","","","","","Sun, 15 Jul 2012 19:36:38 +0000","","","","",12678,"","",1097,"http://twitter.com/Aka","","","twitter",1765,"1e1ceb464e52a700e07410b7169661ae","","","","","","Paris","","","",30.36,132,"","http://twitter.com/Aka/statuses/224588302110572544","","","","","","","","Aka",167768930,"","Paris","clairemrln","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2287995930/lxo9znqw8zlbk95tb2g8_normal.jpeg","fr","Sat, 17 Jul 2010 13:13:06 +0000","","","","","@clairemrln oh c'était pas présenté comme ça mais y'avait @estelle_abn et camille sur le sujet","","",100,"fr","[""agriculture"",""africa"",""salmon"",""music"",""running""]","224588099097866240","100051704","",-10,"","","",3600,"","A.k.a","","Sun, 15 Jul 2012 19:36:38 +0000","","","",""
"","","","","DoorMij Tweets","","Geautomatiseerd account en dus NO-reply, over op www.doormijverloren.nl / www.doormijgevonden.nl aangemelde gevonden en verloren voorwerpen.","","","",4,279254498,"","","","","",8,"","","http://www.doormijgevonden.nl/","Gevonden of Verloren","","","","","","#bank-giropas #gestolen in #bussum. http://t.co/RuPnxHST #dmgv Id kaart, iza pas en abn amro pinpas.","","","","279254498","","224599729986740225","","","","<a href=""http://www.doormij.nl/"" rel=""nofollow"">DoorMij Tweets</a>",37,"doormijtweets","","","","","","","","","Sun, 15 Jul 2012 20:22:03 +0000","","","","[""http://bit.ly/LjMNbt""]",17007,"[""bit.ly""]","",318,"http://twitter.com/doormijtweets","","","twitter",312,"1e1cebabd1f2a780e0746670acd44624","","","","","","Amsterdam","","","",14.74,18,"","http://twitter.com/doormijtweets/statuses/224599729986740225","","","","","","","","doormijtweets",279254498,"","Nederland/Netherlands","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1312173804/doormij_logo_handje_normal_normal.jpg","nl","Fri, 08 Apr 2011 22:23:25 +0000","","","","","#bank-giropas #gestolen in #bussum. http://t.co/RuPnxHST #dmgv Id kaart, iza pas en abn amro pinpas.","","",63,"nl","","","","","","","","",3600,"","Gevonden of Verloren","","Sun, 15 Jul 2012 20:22:03 +0000","","","",""
"","","","","web",""," ! Heuu Qw ? Moi, faire ma description en 140 caractères ca va pas nn ? Chéri T'es déja la donc Tu Me Follow et je te FollowBack ! Love ya !!!","","","",4,632039867,"","","","","","","","","","Toute_iiii_Chou_Psy","","","","","","@Tii_Euss abn ?! Je la clashe pas bien meme elle est trop bête !","","[""Tii_Euss""]","","632039867","","224636131449380864","","","","web",21,"Toute_iiii_Chou","","","","","","","","","Sun, 15 Jul 2012 22:46:41 +0000","","","","",1268,"","",46,"http://twitter.com/Toute_iiii_Chou","","","twitter",34,"1e1cecef19cdae80e0749928710b7576","","","","","","","","","",5.39,63,"","http://twitter.com/Toute_iiii_Chou/statuses/224636131449380864","","","","","","","","Toute_iiii_Chou",632039867,"","","Tii_Euss","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2385371278/5yems7737cva0nc7my8s_normal.jpeg","fr","Tue, 10 Jul 2012 14:48:59 +0000","","","","","@Tii_Euss abn ?! Je la clashe pas bien meme elle est trop bête !","","",100,"fr","","","189986801","",-9,"","","","","","Toute_iiii_Chou_Psy","","Sun, 15 Jul 2012 22:46:41 +0000","","","",""
"","","","","web","","Don't try to run honey, love can be fun♡.\r\nFollow me,& I'll Follow Back if you're interesting ;)\r\n#LoveMusic. VD♥\r\nTt simplement accro à @F_Nyx ♥","","","",4,538544014,"","","","","","","","","","Aurélie F'F.S","","","","","","@fanelylagrin Abn ? Tu reste peut être pas en Guadeloupe ou à Gerville ? :O","","[""fanelylagrin""]","","538544014","","224649457839513600","","","","web",26,"AurelLf","","","","","","","","","Sun, 15 Jul 2012 23:39:39 +0000","","","","",1750,"","",51,"http://twitter.com/AurelLf","","","twitter",53,"1e1ced657d92af80e074922635019be2","","","","","","Atlantic Time (Canada)","","","",7.44,44,"","http://twitter.com/AurelLf/statuses/224649457839513600","","","","","","","","AurelLf",538544014,"","Guadeloupe","fanelylagrin","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2349749528/zlpfuh184h988s1sjdo4_normal.jpeg","fr","Tue, 27 Mar 2012 22:56:15 +0000","","","","","@fanelylagrin Abn ? Tu reste peut être pas en Guadeloupe ou à Gerville ? :O","","",100,"fr","","224649019421495296","512649742","",0,"","","",-14400,"","Aurélie F'F.S","","Sun, 15 Jul 2012 23:39:39 +0000","","","",""
"","","","","web","","I love my life but my life dont love me back....frenchboii from Paris to your heart.....ne reves pas ta vie , vis tes reves so...       = Follow Me =","","","",4,375841256,"","","","","",2,"","","http://www.youtube.com/user/YellOwBoiiz?feature=mhee","B. Frenchboii ™ ","","","","","","@ShanOu97115 Abn mais comment tu sais que c pas qql qui t'eclaire vraiment les yeux?","","[""ShanOu97115""]","","375841256","","224657417802219521","","","","web",33,"FrenchBoii97","","","","","","","","","Mon, 16 Jul 2012 00:11:16 +0000","","","","",6583,"","",571,"http://twitter.com/FrenchBoii97","","","twitter",232,"1e1cedac28c6aa00e074d248669be19a","","","","","","Paris","","","",9.88,997,"","http://twitter.com/FrenchBoii97/statuses/224657417802219521","","","","","","","","FrenchBoii97",375841256,"","","ShanOu97115","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2358359117/vn3vdhwcedg16j53gy2z_normal.jpeg","fr","Sun, 18 Sep 2011 20:43:35 +0000","","","","","@ShanOu97115 Abn mais comment tu sais que c pas qql qui t'eclaire vraiment les yeux?","","",100,"en","[""money"",""#swag""]","224603872788873216","500286177","",-7,"","","",3600,"","B. Frenchboii ™ ","","Mon, 16 Jul 2012 00:11:16 +0000","","","",""
"","","","[""http://www.nu.nl/economie/2858771/aflossen-hypotheek-moet-norm-worden.html""]","Tweet Button","","Lid Provinciale Staten Noord Holland\r\nFractievoorzitter Ouderenpartij Noord Holland","","","",5,241970284,"","","","","",16,"","[31]","http://www.ouderenpartij-nh.nl/","Jeff Leever","","","","","","Ik stel voor dat eerst de ABN de schulden van de 30 miljard belasting geld aflost! En daarna pas komt Zalm   http://t.co/Tsm4vrh4 via @NUnl","","[""NUnl""]","","241970284","","224667037975322624","","","","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",30,"JeffLeever","","","","","","[""Sat, 14 Jul 2012 09:00:42 +0000""]","","","Mon, 16 Jul 2012 00:49:30 +0000","","","","[""http://www.nu.nl/economie/2858771/aflossen-hypotheek-moet-norm-worden.html""]",558,"[""www.nu.nl""]","",163,"http://twitter.com/JeffLeever","","","twitter",121,"1e1cee019e10a900e074bbdfe4731948","","[""'Aflossen hypotheek moet de norm worden' | nu.nl/economie | Het laatste nieuws het eerst op nu.nl""]","","","","Amsterdam","","","",9.04,195,"","http://twitter.com/JeffLeever/statuses/224667037975322624","","","","","","","","JeffLeever",241970284,"","Nederland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1244093987/a191afd0-8633-40e9-abbe-100b4c5ded4d_normal.png","nl","Sun, 23 Jan 2011 16:24:04 +0000","","","","","Ik stel voor dat eerst de ABN de schulden van de 30 miljard belasting geld aflost! En daarna pas komt Zalm   http://t.co/Tsm4vrh4 via @NUnl","","",100,"en","","","","","","","","",3600,"","Jeff Leever","","Mon, 16 Jul 2012 00:49:30 +0000","","","",""
